status	word	file_or_reason
applied	suffragettes	wiki.txt
applied	summit	wiki.txt
applied	sun-warmed	lemma_sentences.txt
applied	sunbathe	chained.txt
applied	sunbeams	lemma_sentences.txt
applied	sunburned	cause_seq.txt
applied	sunbursts	wiki.txt
applied	sunspots	wiki.txt
applied	super-hot	wiki.txt
applied	superfood	wiki.txt
applied	supernova's	stories.txt
applied	surname	wiki.txt
applied	table's	lemma_sentences.txt
applied	tackling	wiki.txt
applied	tahitian	wiki.txt
applied	talc	wiki.txt
applied	talk's	lemma_sentences.txt
applied	talkers	wiki.txt
applied	tally	lemma_sentences.txt
applied	tarns	wiki.txt
applied	tassel	lemma_sentences.txt
applied	tax-man	lemma_sentences.txt
applied	taximeter	wiki.txt
applied	teas	wiki.txt
applied	teats	cause_seq.txt
applied	techno	wiki.txt
applied	temple's	lemma_sentences.txt
applied	ten-headed	chained.txt
applied	thespians	wiki.txt
applied	third-degree	wiki.txt
applied	three-pointed	wiki.txt
applied	thunderclap	dialogues.txt
applied	thunders	wiki.txt
applied	thylacine	wiki.txt
applied	tidier	wiki.txt
applied	tidiest	chained.txt
applied	tired-bird	lemma_sentences.txt
applied	toasters	counting.txt
applied	toasting	wiki.txt
applied	tobacco	wiki.txt
applied	togas	dialogues.txt
applied	togetherness	lemma_sentences.txt
applied	toothaches	cause_seq.txt
applied	touchable	wiki.txt
applied	translator	wiki.txt
applied	transplant	wiki.txt
applied	trapezoid	wiki.txt
applied	treatments	wiki.txt
applied	trek	lemma_sentences.txt
applied	trombonist	wiki.txt
applied	uneven	dialogues.txt
applied	vervain	wiki.txt
applied	yellow-brown	wiki.txt
applied	yellow-ginger	wiki.txt
applied	yellow-red	wiki.txt
applied	yellow-white	wiki.txt
applied	zoo's	lemma_sentences.txt
skipped	cartridges	no substring match
skipped	destroys	no substring match
skipped	divine	no substring match
skipped	doublings	no substring match
skipped	eaw	no substring match
skipped	fliers	no substring match
skipped	fourth-degree	no substring match
skipped	hardwood	no substring match
skipped	huacaya	no substring match
skipped	jellies	no substring match
skipped	learners	no substring match
skipped	lieutenants	no substring match
skipped	marmots	no substring match
skipped	mashes	no substring match
skipped	nosey	no substring match
skipped	ooh	no substring match
skipped	pledge	no substring match
skipped	preschools	no substring match
skipped	pygmy	no substring match
skipped	quadricep	no substring match
skipped	retrievers	no substring match
skipped	self-attack	no substring match
skipped	sharpness	no substring match
skipped	skank	no substring match
skipped	soprano	no substring match
skipped	sprinter	no substring match
skipped	stopwatch	no substring match
skipped	streetcars	no substring match
skipped	surrealist	no substring match
skipped	tambourine	no substring match
skipped	taxation	no substring match
skipped	tenor	no substring match
