word	count	sentence
diriyah	1	Diriyah is a special old town that people visit.
divine	1	Dante Alighieri wrote a long poem called The Divine Comedy." Another important writer is Alessandro Manzoni, who wrote a story called "The Betrothed." Many Italian writers have won a big prize called the Nobel Prize for their stories and poems.
djokovic	1	A famous tennis player from Serbia is Novak Djokovic.
djurg	1	The old part of the city is called Gamla Stan, which means "Old Town.There is a big park on an island called Djurgården.
dmz	1	The country is separated from South Korea by a special line called the DMZ.
do-re-mi	1	I will sing Do-Re-Mi from The Sound of Music.
dobr	1	She said Dobrý den to her teddy bear.
dog-like	1	He has the head of a bird or a dog-like animal.
dogg	1	Many singers use short, fun names like Snoop Dogg or Eminem.
donatello	1	Michelangelo and Donatello both made stone people.
dottie	1	A dung beetle named Dottie pushed a big ball of dirt.
doublings	1	For example, if you keep doubling 2, a logarithm tells you how many doublings make 8.
douro	1	Porto sits next to a big river called the Douro.
dragonfruit	1	The fruit of some cacti, like dragonfruit and prickly pear, is eaten by people.
drakensberg	1	It starts in the Drakensberg mountains and flows through South Africa and Namibia.
dreamtime	1	They told stories about how the world was made, called the Dreamtime.
druidism	1	Another is Druidism.
ds	1	The Nintendo DS and PlayStation Portable are two kinds of handheld consoles.
du	1	Some famous cellists are Yo-Yo Ma and Jacqueline du Pré.
duarte	1	The highest mountain is called Duarte Peak.
dubrovnik	1	Many people visit Croatia to swim in the clear water and see old cities like Dubrovnik.
duck-billed	1	One platypus is called the duck-billed platypus.
dumpty	1	You can hear it in nursery rhymes like "Humpty Dumpty" or "Twinkle, Twinkle, Little Star." When words like "cat" and "hat" sound alike at the end, that is a rhyme.
dungeons	1	There are also dice with more sides, like in Dungeons and Dragons.
dunno	1	Some slang words are short, like 'dunno' for 'I don't know'.
dylan	1	Long ago, singers like Bob Dylan made protest songs about war.
dysnomia	1	Eris has one small moon named Dysnomia.
e-liz-a-beth	1	It is a long name with three parts: E-liz-a-beth.
eagle's	1	It can have parts from different real animals, like a lion's body and an eagle's wings.
earp	1	One famous cowboy is called Wyatt Earp.
easternmost	1	Eastern and easternmost are words about places far to the right on a map.
eau	1	Cologne is also known for a special smell called Eau de Cologne.
eaw	1	They make a loud sound that goes 'EAW EAH'." Donkeys eat grass and hay.
eclipses	1	Eclipses do not happen very often.
eden	1	They lived in a beautiful garden called Eden.
edgar	1	Other impressionist painters include Pierre-Auguste Renoir, Edgar Degas, and Mary Cassatt.
edm	1	Some electronic music is made for dancing, and it is called EDM.
edmond	1	A man named Edmond Halley figured out that it comes back again and again.
edo	1	Long ago, Tokyo was called Edo and was a small fishing village.
eft	1	This young newt is called an eft.
egbert	1	Later, one king named Egbert became the first king of all England.
eggnog	1	Some people also put a tiny bit on top of eggnog during winter holidays.
eggplant	1	It is also called eggplant.
egrets	1	Some herons are white and are called egrets.
eider	1	Many birds live there, like eider ducks and puffins.
eight-ball	1	There are many kinds of pool games, like eight-ball and nine-ball.
eilat	1	Some towns by the Red Sea are Sharm el-Sheikh, Eilat, and Hurghada.
eileithyia	1	She has two daughters named Hebe and Eileithyia, and two sons named Ares and Hephaestus.
eisteddfod	1	They have a special festival called Eisteddfod where they sing and share stories.
el-e-phant	1	Some words are short, like "go," and some are long, like "el-e-phant."
el-sheikh	1	Some towns by the Red Sea are Sharm el-Sheikh, Eilat, and Hurghada.
elbert	1	The highest part is called Mount Elbert.
eleanor	1	Later, a queen named Eleanor married a king of England, and the city became part of England for a while.
electrician	1	A mechanic, a plumber, and an electrician are all workers who fix things.
element's	1	A chemical element's color can be red or yellow.
eleonora's	1	One kind of falcon, called Eleonora's falcon, sometimes traps small birds in cracks in rocks to save them for later.
elevated	1	People call it different names like subway, underground, tube, or elevated.
elf	1	A fairy and an elf are small magic people.
elgin	1	It also has the Elgin Marbles, which are stone carvings from Greece.
eliza	1	Many people with this name are called Liz, Beth, or Eliza for short.
elizabeth's	1	This is Elizabeth's bag.
ellora	1	There are old caves called Ajanta and Ellora that people visit.
elton	1	Some famous people like Bill Gates and Elton John have been made knights.
embassy	1	An ambassador lives in a far-away country and works in a big house called an embassy.
emile	1	One of the first cartoon makers was Emile Cohl.
emir	1	The ruler of Qatar is called an emir.
emirate	1	Each emirate is ruled by a leader.
empanada	1	Then, you eat a tasty snack called empanada.
empanadas	1	Yes, empanadas and steak are yummy.
emperor's	1	Later, when the emperor's court became less strong, women did not write as many famous works.
enemy's	1	Then, he moves it to block the enemy's hit.
engaged	1	Married and engaged are both about two people who love each other.
engels	1	Karl Marx and his friend Engels wrote hard books.
enkidu	1	A famous story from there is about a king named Gilgamesh and his friend Enkidu.
erasmus	1	The city also has a university called Erasmus University Rotterdam.
erikson	1	Another man named Erik Erikson said children go through eight stages, and at each stage they learn to solve a problem between two feelings.
eritreans	1	People from Eritrea are called Eritreans.
esch	1	I know two cities there: Luxembourg City and Esch.
escher	1	Escher made beautiful pictures with tessellations.
eskimos	1	They are sometimes called Eskimos, but most Inuit do not like that name.
espa	1	The word for Spanish in Spanish is "español." Spanish is also called Castilian because it came from a place called Castile.
estonian	1	People there speak a language called Estonian.
etruscan	1	The smallest shrew is the Etruscan shrew, which is only as long as your finger and very light.
ett	1	For example, 'a house' is 'ett hus', and 'the house' is 'huset'.
eur	1	Its name comes from putting "Eur" from Europe and "Asia" together.
euromast	1	There is a tall tower called the Euromast that you can see from far away.
europe's	1	The stories about Europe's past are about real people.
evenks	1	The name "Lena" means "The Large River" in the language of the Evenks people who live nearby.
ewe	1	A girl sheep is called a ewe.
excel	1	Microsoft Excel and Google Sheets are two popular spreadsheet programs.
exodus	1	These books are called Genesis, Exodus, Leviticus, Numbers, and Deuteronomy.
expressionist	1	One famous expressionist painting is called "The Scream" by an artist named Edvard Munch.
eyebrow	1	She looked at him with one eyebrow up.
face-off	1	The game starts with a face-off, where two players try to get the ball first.
familia	1	One famous church is called Sagrada Familia, and it is still being built.
faneuil	1	You can see old places like Faneuil Hall and the Freedom Trail.
faraday's	1	Michael Faraday's work helps us have lights and fans in our house.
fars	1	He fars the toy.
farsi	1	It is also called Farsi.
fc	1	It is famous for its soccer team, FC Bayern Munich, which wins many games.
feet-first	1	Diving is jumping into water head-first or feet-first.
feldspar	1	Some rocks are very common, like quartz and feldspar.
felipe	1	The king of Spain is Felipe the sixth.
femur	1	The big bone in the leg is the femur.
feng	1	There is a big party called Feng Shan that happens on the mountain.
fenway	1	The Red Sox play baseball at Fenway Park.
fidel	1	In 1959, a man named Fidel Castro led a revolution and took over the country.
fiesta	1	There are two amusement parks: Six Flags Fiesta Texas and SeaWorld San Antonio.
fifty-nine	1	It comes after fifty-nine and before sixty-one.
fifty-seven	1	Many people live there, about fifty-seven million.
filippo	1	Long ago, a man named Filippo Brunelleschi first showed how to do this.
finnan	1	Some smoked fish is called Finnan haddie.
fitzgerald	1	Ella Fitzgerald was a jazz singer.
fjeld	1	The tallest mountain is called Gunnbjorn Fjeld.
fleming	1	Alexander Fleming found the first antibiotic.
fliers	1	They are very fast fliers and can dodge and turn quickly.
flos	1	Okay, let's learn 'flos' which means flower.
flyer	1	It is not a strong flyer, but it runs fast.
fm	1	Some radios use AM or FM.
folkestone	1	It connects Folkestone in England to Calais in France.
folkvang	1	She lives in a place called Folkvang.
fon	1	People speak French, Fon, and Yoruba.
forgives	1	She forgives her stepsisters.
forgiving	1	A mom shows mercy by forgiving a spill.
formosa	1	It is also called Formosa, which means beautiful.
fortune	1	Wheel of Fortune is a game where people guess letters.
forty-one	1	It comes after thirty-nine and before forty-one.
fosse	1	Bob Fosse made up new jazz dances.
fours	1	The second system uses twos and fours.
fourth-degree	1	A fourth-degree burn is the worst.
fox's	1	The fox's fur is white like snow.
francesinha	1	Last, you eat a tasty sandwich called a francesinha.
franciscans	1	He started a group called the Franciscans, where people promised to be poor and kind.
frankfurt	1	Dresden has an airport where planes fly to other cities like Frankfurt and London.
franks	1	Charlemagne was a king of the Franks.
franz	1	A long time ago, a man named Franz Ferdinand was killed, and that started a big war.
fred	1	The most famous ballroom dancers were Fred Astaire and Ginger Rogers, but they danced in movies.
frederik	1	Denmark is a kingdom with a king named Frederik X.
freud's	1	Can you see Sigmund Freud's ideas?
fu	1	She learned to use a sword and practiced kung fu.
fuark	1	The first six rune letters are F, U, A, R, K, and that is why the rune alphabet is called Fuark.
funny-looking	1	Lily found a funny-looking vegetable at the store.
gaberones	1	Long ago, the city was called Gaberones.
gabs	1	People sometimes call it "Gabs" or "G-City" for short.
gaga	1	Some pop stars you might know are Ariana Grande, Katy Perry, and Lady Gaga.
gaggle	1	A group of geese is called a gaggle.
galdhpiggen	1	The highest mountain in Norway is called Galdhpiggen.
galen	1	Avicenna, Plato, and Galen are all old thinkers.
galerie	1	King Henry IV added a very long room called the Grande Galerie.
gambians	1	People who live there are called Gambians.
ganesh	1	Every year, there is a big party called the Ganesh Festival.
gaozu	1	Wu Zetian, Li Shimin, and Gaozu are rulers of the Tang dynasty.
garam	1	In India, people use garam masala spices.
garfield	1	Cricket is the national sport, and famous players like Sir Garfield Sobers come from there.
geghard	1	Then, you ride a bus to see a church called Geghard.
genesis	1	These books are called Genesis, Exodus, Leviticus, Numbers, and Deuteronomy.
genji	1	One famous story is about a prince named Genji.
geoffrey	1	Later, a man named Geoffrey Chaucer wrote funny stories called The Canterbury Tales.
georges	1	Two artists named Pablo Picasso and Georges Braque started Cubism.
gershwin's	1	In America, jazz music mixed with classical music, like in George Gershwin's songs.
get-going	1	Get-going is fast.
geul	1	Each block makes one sound, like 'han' or 'geul'.
ghalib	1	Some famous Urdu poets are Mirza Ghalib and Muhammad Iqbal.
gibson	1	Some famous companies that make them are Fender and Gibson.
gillard	1	Julia Gillard became the first woman to lead Australia.
gitega	1	The capital city is Gitega.
glaswegians	1	People who live there are called Glaswegians.
globules	1	Bok globules are dark clouds in space.
goldie	1	Its name is Goldie.
goodall	1	Mary Wollstonecraft and Jane Goodall are women.
goulash	1	They eat a thick soup called goulash.
gracie	1	A man named Helio Gracie made it up.
gras	1	Haiti has many holidays, and the biggest one is called Mardi Gras.
gravche	1	Last, you eat tasty food called tavche gravche.
green-yellow	1	It makes a green-yellow juice called bile.
greenlandic	1	The people there speak Greenlandic and Danish.
grendel	1	A long time ago, a man named Beowulf went to help a king whose people were being hurt by a scary monster named Grendel.
grendel's	1	Then Grendel's mother came, and Beowulf fought her.
grimm	1	Two brothers named Jacob and Wilhelm Grimm wrote it.
grossglockner	1	The tallest mountain is Grossglockner.
guayaquil	1	The biggest city is Guayaquil on the coast.
guernsey	1	People also use it in some other places like the Isle of Man and Guernsey.
guido	1	A monk named Guido helped make the system we use now.
guinea-bissau	1	It is next to six other countries: Guinea-Bissau, Senegal, Mali, Ivory Coast, Liberia, and Sierra Leone.
gujarat	1	Vadodara is a big city in Gujarat, India.
gujarati	1	They speak Gujarati, Urdu, Marathi, and Hindi.
gulliver's	1	A long time ago, a writer named Swift wrote a book called 'Gulliver's Travels' that made fun of people.
gumbo	1	New Orleans is famous for yummy food like gumbo and jambalaya.
gummies	1	Mom goes to the store to buy vitamin gummies.
gummy	1	A cracker is hard, but a gummy candy is soft.
gumnut	1	The fruit is called a gumnut.
gunnbjorn	1	The tallest mountain is called Gunnbjorn Fjeld.
gyeongbokgung	1	Seoul also has old castles like Gyeongbokgung and a big door called Sungnyemun.
gym's	1	The gym's doors are open wide.
gypsies	1	There are also many Roma people, sometimes called gypsies.
haast's	1	The biggest eagle that ever lived was called Haast's eagle.
haddie	1	Some smoked fish is called Finnan haddie.
hafeet	1	There is a tall mountain called Jabal Hafeet.
hag	1	The capital city is Hagåtña, and the biggest city is Dededo.
hagta	1	The island has a city called Hagta and a busy beach called Tumon Bay.
haha	1	Haha, let's keep sharing!
haircutting	1	Dentistry and haircutting are both things you visit a special place for.
haitian	1	Many people in Haiti speak French and a language called Haitian Creole.
hakainde	1	The current leader is Hakainde Hichilema.
halite	1	The salt you eat is a mineral called halite.
halley	1	A man named Edmond Halley figured out that it comes back again and again.
halti	1	In Finland, the highest is Halti.
halu	1	You eat a tasty dumpling called bryndzové halušky.
hamburg's	1	Many ships come to Hamburg's harbor because it is one of the biggest harbors in the world.
hamilton	1	The capital city is Hamilton.
hammurabi	1	Cyrus the Great and Hammurabi were old leaders who wrote good rules.
hanbok	1	If you wear a hanbok on a holiday, you are wearing traditional clothes.
handballs	1	We have two handballs in the gym.
handgun	1	Yes, some firearms are small like a handgun.
handprints	1	Some also show handprints.
hangugeo	1	In South Korea, people call it "hangukmal" or "hangugeo." In North Korea, they call it "choseonmal" or "choseoneo.Koreans also call their language 'urimal,' which means 'our language.'" Korean has its own special alphabet called Hangul.
hangukmal	1	In South Korea, people call it "hangukmal" or "hangugeo." In North Korea, they call it "choseonmal" or "choseoneo.Koreans also call their language 'urimal,' which means 'our language.'" Korean has its own special alphabet called Hangul.
hanks	1	Tom Hanks is a famous actor.
hannibal	1	A famous man named Hannibal took elephants across big snowy mountains to fight.
hanukkah	1	Jewish people celebrate special holidays like Passover and Hanukkah.
hanzi	1	In Chinese, they are called "hanzi," which means "Han character." In Japanese, they are called "kanji." Each character stands for a whole word, not just a sound.
harappa	1	Mohenjo-daro, Harappa, and Dholavira are old cities.
harare	1	The capital city is Harare.
hard-shelled	1	It eats small hard-shelled animals like crabs and clams.
hard-to-remember	1	Many famous stories have a hard-to-remember title.
hard-working	1	Many people remember her as a brave and hard-working person.
hardwood	1	There are many kinds of wood, like softwood and hardwood.
haribo	1	Many companies make candy, like Hershey and Haribo.
harker	1	In the story, a man named Jonathan Harker goes to a faraway place called Transylvania to meet a rich man named Dracula.
harmattan	1	In the dry season, a hot wind called the harmattan blows.
harold	1	In old movies, Charlie Chaplin, Buster Keaton, and Harold Lloyd are all funny men.
harpsichord	1	Some keyboard instruments are very old, like the harpsichord.
harvey	1	Later, a doctor named William Harvey found out that blood moves around the body.
hasbro	1	Action figures were first made in 1964 by a company called Hasbro.
hassan	1	The president is Samia Suluhu Hassan.
hatshepsut	1	Most pharaohs were men, but a few women, like Hatshepsut, also became pharaohs.
hawa	1	Then, you look at the Hawa Mahal with many small windows.
hawk-eagle	1	The national bird is the Javan hawk-eagle.
heading	1	A title and a heading are both words at the top of a page.
heaton	1	In the city, there is a big park called Heaton Park where people can see animals and enjoy nature.
hehe	1	Hehe, I love flying!
heian	1	In one old time called the Heian period, many women wrote beautiful stories.
heinz	1	A long time ago, a man named Heinz made ketchup famous.
hel-lo	1	Hello sounds like a short song with two parts: hel-lo.
helio	1	A man named Helio Gracie made it up.
helipad	1	A helipad is a place for helicopters to land.
henri	1	Another artist named Henri Matisse painted people dancing with bright colors.
herculaneum	1	A long, long time ago, in the year 79, it erupted very strongly and covered two towns, Pompeii and Herculaneum, with ash.
herschel	1	You cannot see it without a big telescope, but a long time ago a man named William Herschel found it while looking at the stars.
hershey	1	Many companies make candy, like Hershey and Haribo.
hestia	1	Her brothers and sisters are Zeus, Hestia, Demeter, Hades, and Poseidon.
hi-five	1	A hi-five is when you slap hands with someone.
hi-yah	1	You shout "Hi-yah!" to show your power.
hichilema	1	The current leader is Hakainde Hichilema.
hideyoshi	1	A man named Toyotomi Hideyoshi built a big castle there.
hierro	1	There are seven big islands: La Palma, La Gomera, El Hierro, Tenerife, Gran Canaria, Lanzarote, and Fuerteventura.
highland	1	The Highland cow has long, shaggy hair.
hillbrow	1	The city has a very tall building called the Carlton Centre and a very tall tower called the Hillbrow Tower.
himalaya	1	Bhutan is a small country high up in the Himalaya mountains.
himalayan	1	The tall Himalayan mountains are in the north.
himiko	1	Then a queen named Himiko brought many parts together.
hin	1	Some famous places are Ko Samui, Pattaya, and Hua Hin.
hindenburg	1	The most famous airship was called the "Hindenburg." It was very big and could carry many people.
hiram	1	Hiram Bingham found the city in 1911.
hobbes	1	John Locke and Thomas Hobbes are both people who thought about rules.
hogan	1	Some famous wrestlers are Hulk Hogan, The Rock, and John Cena.
hogwarts	1	For example, the world of Harry Potter is a fictional universe with wizards and a school called Hogwarts.
hole's	1	The black hole's pull is strong.
home's	1	My home's door is red.
hometown's	1	My hometown's streets are long and straight.
honiara	1	The capital city is Honiara.
hoo-ray	1	It sounds loud and happy, like "Hoo-ray!" You might hear it at a birthday party when someone blows out the candles.
hooke	1	A man named Robert Hooke found out that a spring pushes back just as hard as you squeeze it.
hoover	1	It is called the Hoover Dam.
hopper	1	Alan Turing and Grace Hopper are people who worked with early computers.
horace	1	A Roman poet named Horace was very good at writing odes.
hormuz	1	The water connects to the Gulf of Oman through a narrow part called the Strait of Hormuz.
horny	1	A horned lizard is sometimes called a horny toad, but it is not a toad.
hospital's	1	The hospital's doors are big and glass.
hot-air	1	A hot-air balloon is a thing that flies.
hotel's	1	This is the hotel's front door.
hour's	1	The hour's end is near.
hron	1	The big rivers are the Danube, Vah, and Hron.
huacaya	1	There are two kinds of alpacas: huacaya, which has fluffy, curly wool, and suri, which has long, silky wool.
huang's	1	This is Qin Shi Huang's tomb.
huangpu	1	First, take a boat ride on the Huangpu River.
hulk	1	Some famous wrestlers are Hulk Hogan, The Rock, and John Cena.
hummingbird's	1	A hummingbird's wings move very fast.
humpty	1	You can hear it in nursery rhymes like "Humpty Dumpty" or "Twinkle, Twinkle, Little Star." When words like "cat" and "hat" sound alike at the end, that is a rhyme.
hungers	1	Big hungers and big storms can both hurt food.
hurghada	1	Some towns by the Red Sea are Sharm el-Sheikh, Eilat, and Hurghada.
hus	1	For example, 'a house' is 'ett hus', and 'the house' is 'huset'.
huset	1	For example, 'a house' is 'ett hus', and 'the house' is 'huset'.
hush	1	Two lullabies are "Rock-a-bye Baby" and "Hush Little Baby."" Some music writers also made lullabies for instruments like the piano.
hydra	1	The other moons are named Nix, Hydra, Kerberos, and Styx.
hyperion	1	The tallest tree in the world is a redwood named Hyperion.
iai	1	The biggest lake is Drūkšiai.
iblis	1	In the Quran, Satan is called Iblis and was made from fire.
idaho	1	The park is in Wyoming, Montana, and Idaho.
ifmmp	1	Then "HELLO" becomes "IFMMP".
igor	1	Igor Stravinsky used old music with strange sounds.
iliad	1	Some famous stories are the Iliad and the Odyssey.
indy	1	Indy Cars look like Formula One cars but race on oval tracks that only turn left.
inge	1	It was discovered by a woman named Inge Lehmann.
inlet	1	There are also big bays like Cook Inlet.
intramuros	1	Long ago, Spanish people built a walled city called Intramuros, with old stone churches and forts.
inuktitut	1	The word Inuit means "the people" in their language, Inuktitut.
ipanema	1	The city has many beaches, like Copacabana and Ipanema.
iqbal	1	Some famous Urdu poets are Mirza Ghalib and Muhammad Iqbal.
irene	1	Another famous pair was Vernon and Irene Castle.
irrawaddy	1	Myanmar has a long river called the Irrawaddy.
ishtar	1	She was also called Ishtar.
isla	1	Isla del Sol has old ruins.
israelites	1	Long ago, people called Israelites spoke Hebrew.
ivy	1	Leo has a pet green iguana named Ivy.
ix	1	IX means 9 because you take 1 from 10.
izumo	1	A woman named Izumo no Okuni started kabuki in 1603.
jabal	1	There is a tall mountain called Jabal Hafeet.
jacqueline	1	Some famous cellists are Yo-Yo Ma and Jacqueline du Pré.
jahan	1	A king named Shah Jahan built it for his wife.
jake's	1	Jake's big brother says he needs calculus for his job.
jamaican	1	Rapping started from a Jamaican tradition called 'toasting'.
jambalaya	1	New Orleans is famous for yummy food like gumbo and jambalaya.
janszoon	1	The first person from far away was a Dutch explorer named Willem Janszoon.
javan	1	The national bird is the Javan hawk-eagle.
jay-z	1	Some famous hip hop musicians are Jay-Z and Eminem.
jayawardenepura	1	The capital is Sri Jayawardenepura Kotte.
je	1	First, learn simple words like 'hallo' and 'dank je'.
jean-jacques	1	Jean-Jacques Rousseau said children are born good.
jeisk	1	Some cities near the sea are Berdjansk and Jeisk.
jellies	1	Jams, jellies, and marmalade are kinds of fruit preserves.
jengish	1	The highest mountain is called Jengish Chokusu.
jeogori	1	First, put on the jeogori top.
jeremy	1	My friend Jeremy has a belief about the sun.
jerry	1	A famous cartoon cat and mouse named Tom and Jerry won one.
jew	1	Sunni Islam is to Muslim as Judaism is to Jew.
jhelum	1	Many rivers flow into the Indus, like the Jhelum.
jigardhanda	1	A cool drink called Jigardhanda is famous there.
joan	1	Some famous dream artists were Salvador Dali and Joan Miro.
joe	1	Joe looks like a soldier.
joe's	1	I want a van like Uncle Joe's.
johnny	1	Many famous singers like Johnny Cash have sung country music.
jonah	1	Jonah went to Nineveh because God told him to.
jong-un	1	The leader is a man named Kim Jong-un.
jordanian	1	The money used is called the Jordanian dinar.
jorge	1	Jorge Luis Borges was a famous writer.
jos	1	The capital city is San José.
josephine	1	A long time ago, a lady named Josephine made the first one that worked well.
jovi	1	Bon Jovi made power ballads.
jozi	1	It is also called Jozi, which means 'place of gold'.
jude	1	Yes, you can hear a piano in songs like Hey Jude.
judea	1	Jesus lived a long time ago in a place called Judea.
judeo-christian-islamic	1	In the Judeo-Christian-Islamic story, God made the universe in six days.
julia	1	Julia Gillard became the first woman to lead Australia.
jun	1	A boy named Jun lives in North Korea.
juneau	1	The capital is Juneau.
jung	1	Sigmund Freud and Carl Jung both studied the mind.
junkyard	1	A junkyard has old, broken cars.
justin	1	Many singers sing pop music, like Taylor Swift or Justin Bieber.
ka'aba	1	People walk around a big black cube-shaped building called the Ka'aba.
kabsa	1	The national food is called Kabsa, which is rice with meat.
kael	1	A long time ago, a boy named Kael learned to control fire.
kalanpu	1	The name Colombo comes from words that mean "harbor with leafy mango trees.A long time ago, a traveler called it 'Kalanpu'."
kalimantan	1	The biggest islands are Java, Bali, Kalimantan, and Sumatra.
kalimera	1	Kalimera means good morning.
kampala	1	The biggest city is Kampala, and that is also the capital.
kansa	1	He beat a mean king named Kansa.
karakum	1	The big desert is called the Karakum Desert.
kariba	1	There is a big dam called Kariba Dam that makes electricity.
kartikeya	1	He has two sons, Ganesha and Kartikeya.
kate	1	Their children are David Smith and Kate Smith.
katy	1	Some pop stars you might know are Ariana Grande, Katy Perry, and Lady Gaga.
katze	1	I want to write 'Katze'.
kaunda	1	The first leader was Kenneth Kaunda.
kay	1	It sounds like two short notes: oh and kay.
keaton	1	In old movies, Charlie Chaplin, Buster Keaton, and Harold Lloyd are all funny men.
keats	1	For example, a poet named John Keats wrote a poem.' Long ago, people in Greece and Rome wrote odes too.
kebnekaise	1	In Sweden, the highest is Kebnekaise.
keepsake	1	A keepsake is a thing you keep to remember.
kellogg	1	Kellogg and Mr.
kemal	1	Then a man named Mustafa Kemal Atatürk changed the letters to the ones we use in English.
kenneth	1	The first leader was Kenneth Kaunda.
kephalonia	1	There are many islands in this sea, like Corfu and Kephalonia.
kepler	1	One of them is called Kepler-69c, and it is a little bigger than our Earth.
kerberos	1	The other moons are named Nix, Hydra, Kerberos, and Styx.
kernel	1	A maize kernel is a small seed.
kes	1	The highest mountain is called Kékes.
khali	1	But in the middle of the desert, called the Rub' al Khali, almost no animals live because it is too dry.
khemennu	1	His main home was a town called Khemennu.
khrya-ya-ya-ya	1	They make a rough sound like "khrya-ya-ya-ya."" People have a hard time keeping them away from chickens because they are strong and can dig under fences.
khufu	1	The pyramid was made for a king named Khufu.
khwarizmi's	1	Al Khwarizmi's ideas are still used today.
khyber	1	Famous passes include the Khyber Pass and the Great St Bernard Pass.
kickball	1	Kickball is a fun game with a big ball.
kickboxers	1	Some famous kickboxers are Benny Urquidez and Andrew Tate.
kim's	1	Kim's mom got a new drum for the band.
kip	1	A Maasai boy named Kip lived on the savanna.
kira	1	A pharaoh named Kira lived in a big palace by the river.
kirundi	1	People there speak Kirundi, Swahili, French, and English.
kiswahili	1	People there speak Kiswahili and English.
kit-ten	1	When you say "kit-ten," that is two beats, so it has two syllables.
knossos	1	They built a big palace called Knossos.
ko	1	Some famous places are Ko Samui, Pattaya, and Hua Hin.
kong's	1	Hong Kong's harbor is full of ships.
kongo	1	The river gets its name from an old kingdom called Kongo.
korea's	1	South Korea's flag is pretty.
koreans	1	In South Korea, people call it "hangukmal" or "hangugeo." In North Korea, they call it "choseonmal" or "choseoneo.Koreans also call their language 'urimal,' which means 'our language.'" Korean has its own special alphabet called Hangul.
koreas	1	Today, the two Koreas are still separate.
koror	1	The capital city used to be Koror, but now it is Melekeok.
kosciuszko	1	The highest mountain in the range is called Mount Kosciuszko, and it is very tall.
kot	1	In the Russian language, the word for cat is , and it sounds like kot.
kotte	1	The capital is Sri Jayawardenepura Kotte.
krakatau	1	It is called Anak Krakatau, which means baby Krakatoa.
krakow	1	We went to Warsaw and Krakow.
krasnoyarsk	1	Most people in Siberia live in big cities like Novosibirsk, Omsk, and Krasnoyarsk.
kriol	1	Many people in Belize speak English, and some also speak Spanish or Kriol.
kronos	1	Hera has a mom named Rhea and a dad named Kronos.
kruger	1	First, you go to a big park called Kruger.
krung	1	People call it 'Krung Thep' for short, which means 'city of angels.'" The full name is very long and hard to say.
kublai	1	Then the Yuan dynasty was ruled by Mongol leaders like Genghis Khan and Kublai Khan.
kukeldash	1	Tashkent has old buildings like a school called Kukeldash Madrasah and a pretty theater called Navoi Theater.
kush	1	It has many big mountains called the Hindu Kush.
kwazulu-natal	1	Many of them live in a place called KwaZulu-Natal.
kyivan	1	Ukraine means 'borderland'.Long ago, a powerful state called Kyivan Rus was in this land.
kyoga	1	Uganda has many big lakes, like Lake Victoria and Lake Kyoga.
kyrgyz	1	People there speak Kyrgyz and Russian.
l-i-l-y	1	She typed L-I-L-Y and watched the letters appear.
laban	1	Laban tricked Jacob into marrying Leah first.
lakers	1	The Los Angeles Lakers have won 17.
lakshman	1	Rama had to leave his home and go to the forest with Sita and his brother Lakshman.
lama	1	The leader of the Buddhists in Tibet is called the Dalai Lama.
langue	1	Near the end, a thin strip of sand called the Langue de Barbarie separates the river from the big ocean.
lanzarote	1	There are seven big islands: La Palma, La Gomera, El Hierro, Tenerife, Gran Canaria, Lanzarote, and Fuerteventura.
lapland	1	The far north is called Lapland, where some people still take care of reindeer.
lapps	1	People called the Sami (or Lapps) live in the Arctic too.
lari	1	The money used in Georgia is called the lari.
lassell	1	Triton was found by a man named William Lassell in 1846, just a few days after Neptune was discovered.
latvians	1	People from Latvia are called Latvians, and they speak the Latvian language.
launceston	1	Tasmania has four cities: Hobart, Launceston, Devonport, and Burnie.
laurasia	1	Long ago, the British Isles were part of a big land called Laurasia.
lavoisier's	1	This is Antoine Lavoisier's book.
laylat	1	There is also a night called Laylat al-Qadr, when the holy book of Muslims, the Qur'an, was first shown to people.
lb	1	The word 'lb' is short for a word that means weight.
le	1	The most famous endurance race is the 24 Hours of Le Mans in France.
leader's	1	The leader's job goes from parent to child.
leah	1	Laban tricked Jacob into marrying Leah first.
learners	1	Wow, young learners are so eager!
leeds	1	Other big cities are Birmingham, Liverpool, Manchester, and Leeds.
leeuwenhoek	1	A man named Antonie van Leeuwenhoek used a special tool called a microscope to see tiny living things.
lehmann	1	It was discovered by a woman named Inge Lehmann.
lemon-lime	1	Some common kinds are cola, lemon-lime, and orange.
leningrad	1	Later it was called Leningrad.
leto	1	She is the daughter of Zeus and Leto, and the twin sister of Apollo.
lev	1	Their money is called lev.
levi's	1	Levi's family keeps kosher at home.
leviticus	1	These books are called Genesis, Exodus, Leviticus, Numbers, and Deuteronomy.
lewis	1	The story was written by Lewis Carroll a long time ago.
libyans	1	The people are called Libyans.
lichtenstein	1	Artists like Andy Warhol and Roy Lichtenstein made pop art.
lieutenants	1	Some officers are captains or lieutenants.
light-brown	1	It has light-brown skin and is white inside.
light-year	1	A light-year is how far light goes in one year.
ligo	1	In 2015, scientists found them for the first time using a special machine called LIGO.
lila's	1	Lila's family celebrates Shia traditions at home.
lilongwe	1	The capital city is Lilongwe.
lin	1	Lin bows to it and whispers a thank-you.
lin's	1	Lin's family lights red candles for the kitchen god every year.
lina's	1	Lina's mom is a domestic worker.
linh	1	My friend Linh comes from Vietnam.
lisa's	1	Lisa's mom helps her invite the children.
