lemma	category	source
parent	—	v2_pro
paris	—	v2_pro
park	—	v2_pro
part	—	v2_pro
particle	—	v2_pro
particle physics	—	v2_pro
partner	—	v2_pro
party	—	v2_pro
past	—	v2_pro
paste	—	v2_pro
pay	—	v2_pro
peace	—	v2_pro
pen	—	v2_pro
pencil	—	v2_pro
people	—	v2_pro
pepper	—	v2_pro
perfect	—	v2_pro
perform	—	v2_pro
performing arts	—	v2_pro
period	—	v2_pro
periodic table	—	v2_pro
person	—	v2_pro
personal	—	v2_pro
personal name	—	v2_pro
pet	—	v2_pro
petroleum	—	v2_pro
philosophy	—	v2_pro
phoenicia	—	v2_pro
phone	—	v2_pro
photo	—	v2_pro
photography	—	v2_pro
photon	—	v2_pro
photosynthesis	—	v2_pro
phrase	—	v2_pro
physic	—	v2_pro
physical	—	v2_pro
physical chemistry	—	v2_pro
physical cosmology	—	v2_pro
physical disability	—	v2_pro
physiology	—	v2_pro
pi	—	v2_pro
piano	—	v2_pro
picnic	—	v2_pro
picture	—	v2_pro
piece	—	v2_pro
pig	—	v2_pro
pink	—	v2_pro
pizza	—	v2_pro
place	—	v2_pro
plan	—	v2_pro
plane	—	v2_pro
planet	—	v2_pro
plant	—	v2_pro
plasma	—	v2_pro
plastic	—	v2_pro
plate	—	v2_pro
plate tectonics	—	v2_pro
plato	—	v2_pro
play	—	v2_pro
player	—	v2_pro
please	—	v2_pro
plow	—	v2_pro
pneumonia	—	v2_pro
point	—	v2_pro
poland	—	v2_pro
police	—	v2_pro
political	—	v2_pro
political party	—	v2_pro
political science	—	v2_pro
pollution	—	v2_pro
polygon	—	v2_pro
polynesia	—	v2_pro
pool	—	v2_pro
poor	—	v2_pro
pop	—	v2_pro
pop music	—	v2_pro
popular	—	v2_pro
popular culture	—	v2_pro
porter	—	v2_pro
portuguese	—	v2_pro
positive	—	v2_pro
possible	—	v2_pro
post	—	v2_pro
potato	—	v2_pro
pottery	—	v2_pro
pound	—	v2_pro
poverty	—	v2_pro
power	—	v2_pro
practice	—	v2_pro
prayer	—	v2_pro
pre columbian era	—	v2_pro
prefer	—	v2_pro
pregnancy	—	v2_pro
prehistory	—	v2_pro
prepare	—	v2_pro
present	—	v2_pro
preservation	—	v2_pro
pretty	—	v2_pro
price	—	v2_pro
primate	—	v2_pro
prime	—	v2_pro
prime number	—	v2_pro
print	—	v2_pro
privacy	—	v2_pro
probability	—	v2_pro
problem	—	v2_pro
product	—	v2_pro
program	—	v2_pro
project	—	v2_pro
proof	—	v2_pro
property	—	v2_pro
protein	—	v2_pro
protestantism	—	v2_pro
proton	—	v2_pro
purple	—	v2_pro
put	—	v2_pro
qin shi huang	—	v2_pro
quantum	—	v2_pro
quantum mechanics	—	v2_pro
quarter	—	v2_pro
question	—	v2_pro
quick	—	v2_pro
quickly	—	v2_pro
quiet	—	v2_pro
quite	—	v2_pro
quran	—	v2_pro
rabindranath tagore	—	v2_pro
racism	—	v2_pro
radar	—	v2_pro
radiation	—	v2_pro
radio	—	v2_pro
radioactive	—	v2_pro
rain	—	v2_pro
rainforest	—	v2_pro
rainy	—	v2_pro
ramesses ii	—	v2_pro
reaction	—	v2_pro
read	—	v2_pro
reader	—	v2_pro
reading	—	v2_pro
ready	—	v2_pro
real	—	v2_pro
real number	—	v2_pro
realism	—	v2_pro
really	—	v2_pro
reason	—	v2_pro
red	—	v2_pro
refrigeration	—	v2_pro
relativity	—	v2_pro
relax	—	v2_pro
religion	—	v2_pro
religious	—	v2_pro
rembrandt	—	v2_pro
remember	—	v2_pro
renaissance	—	v2_pro
renewable	—	v2_pro
renewable energy	—	v2_pro
repeat	—	v2_pro
report	—	v2_pro
reproduction	—	v2_pro
reptile	—	v2_pro
republic	—	v2_pro
research	—	v2_pro
restaurant	—	v2_pro
result	—	v2_pro
retail	—	v2_pro
return	—	v2_pro
rhythm	—	v2_pro
ribbon	—	v2_pro
rice	—	v2_pro
rich	—	v2_pro
ride	—	v2_pro
right	—	v2_pro
ring	—	v2_pro
ritual	—	v2_pro
river	—	v2_pro
road	—	v2_pro
robotics	—	v2_pro
rock	—	v2_pro
rock music	—	v2_pro
rocket	—	v2_pro
rocky mountains	—	v2_pro
rodent	—	v2_pro
rome	—	v2_pro
room	—	v2_pro
routine	—	v2_pro
row	—	v2_pro
rub	—	v2_pro
rubber	—	v2_pro
rule	—	v2_pro
ruler	—	v2_pro
rumi	—	v2_pro
run	—	v2_pro
russia	—	v2_pro
russian	—	v2_pro
russian language	—	v2_pro
sad	—	v2_pro
sadness	—	v2_pro
safe	—	v2_pro
sahara	—	v2_pro
salad	—	v2_pro
salt	—	v2_pro
same	—	v2_pro
sandwich	—	v2_pro
sanitation	—	v2_pro
satellite	—	v2_pro
saturday	—	v2_pro
saturn	—	v2_pro
saudi arabia	—	v2_pro
saw	—	v2_pro
say	—	v2_pro
school	—	v2_pro
science	—	v2_pro
scientific	—	v2_pro
scientific method	—	v2_pro
scientist	—	v2_pro
scramble	—	v2_pro
script	—	v2_pro
sculpture	—	v2_pro
sea	—	v2_pro
season	—	v2_pro
second	—	v2_pro
section	—	v2_pro
see	—	v2_pro
seed	—	v2_pro
selection	—	v2_pro
sell	—	v2_pro
semiconductor	—	v2_pro
send	—	v2_pro
sense	—	v2_pro
sentence	—	v2_pro
september	—	v2_pro
series	—	v2_pro
service	—	v2_pro
set	—	v2_pro
settlement	—	v2_pro
seven	—	v2_pro
seventeen	—	v2_pro
sex	—	v2_pro
sexism	—	v2_pro
sexual orientation	—	v2_pro
sexually transmitted infection	—	v2_pro
shamanism	—	v2_pro
share	—	v2_pro
she	—	v2_pro
sheep	—	v2_pro
shia islam	—	v2_pro
shinto	—	v2_pro
ship	—	v2_pro
shirt	—	v2_pro
shoe	—	v2_pro
shop	—	v2_pro
shopping	—	v2_pro
short	—	v2_pro
short story	—	v2_pro
should	—	v2_pro
show	—	v2_pro
shower	—	v2_pro
sick	—	v2_pro
sigmund freud	—	v2_pro
sikhism	—	v2_pro
silicon	—	v2_pro
silk road	—	v2_pro
silver	—	v2_pro
similar	—	v2_pro
simple	—	v2_pro
simple machine	—	v2_pro
sing	—	v2_pro
singapore	—	v2_pro
singer	—	v2_pro
sister	—	v2_pro
sit	—	v2_pro
situation	—	v2_pro
six	—	v2_pro
sixteen	—	v2_pro
skeleton	—	v2_pro
skill	—	v2_pro
skin	—	v2_pro
skirt	—	v2_pro
sleep	—	v2_pro
slim	—	v2_pro
slow	—	v2_pro
small	—	v2_pro
smallpox	—	v2_pro
smart	—	v2_pro
smash	—	v2_pro
smith	—	v2_pro
smoke	—	v2_pro
smoking	—	v2_pro
snake	—	v2_pro
snow	—	v2_pro
snowy	—	v2_pro
so	—	v2_pro
social class	—	v2_pro
social equality	—	v2_pro
social science	—	v2_pro
society	—	v2_pro
sociology	—	v2_pro
socrates	—	v2_pro
soil	—	v2_pro
solar	—	v2_pro
solar energy	—	v2_pro
solar system	—	v2_pro
solid	—	v2_pro
some	—	v2_pro
someone	—	v2_pro
something	—	v2_pro
sometimes	—	v2_pro
son	—	v2_pro
song	—	v2_pro
soon	—	v2_pro
sorry	—	v2_pro
sound	—	v2_pro
soup	—	v2_pro
south	—	v2_pro
south africa	—	v2_pro
south america	—	v2_pro
south korea	—	v2_pro
southeast asia	—	v2_pro
space	—	v2_pro
space exploration	—	v2_pro
spaceflight	—	v2_pro
spade	—	v2_pro
spain	—	v2_pro
spanish	—	v2_pro
spanish empire	—	v2_pro
spanish language	—	v2_pro
speak	—	v2_pro
special	—	v2_pro
speech	—	v2_pro
speed	—	v2_pro
spend	—	v2_pro
spice	—	v2_pro
spirituality	—	v2_pro
sport	—	v2_pro
sport of athletics	—	v2_pro
spring	—	v2_pro
stand	—	v2_pro
standard model	—	v2_pro
star	—	v2_pro
start	—	v2_pro
state	—	v2_pro
state of matter	—	v2_pro
statement	—	v2_pro
station	—	v2_pro
statistic	—	v2_pro
stay	—	v2_pro
steam	—	v2_pro
steam engine	—	v2_pro
steel	—	v2_pro
still	—	v2_pro
stocking	—	v2_pro
stone age	—	v2_pro
stop	—	v2_pro
store	—	v2_pro
storm	—	v2_pro
story	—	v2_pro
street	—	v2_pro
stroke	—	v2_pro
strong	—	v2_pro
strong interaction	—	v2_pro
structure	—	v2_pro
student	—	v2_pro
study	—	v2_pro
style	—	v2_pro
subatomic particle	—	v2_pro
subject	—	v2_pro
substance	—	v2_pro
subway	—	v2_pro
success	—	v2_pro
such	—	v2_pro
sugar	—	v2_pro
sumer	—	v2_pro
summer	—	v2_pro
sun	—	v2_pro
sunday	—	v2_pro
sunni islam	—	v2_pro
sunshine	—	v2_pro
supermarket	—	v2_pro
supernova	—	v2_pro
supply	—	v2_pro
supply and demand	—	v2_pro
sure	—	v2_pro
surf	—	v2_pro
surgery	—	v2_pro
swahili	—	v2_pro
sweet	—	v2_pro
swim	—	v2_pro
swimming	—	v2_pro
system	—	v2_pro
t-shirt	—	v2_pro
table	—	v2_pro
take	—	v2_pro
talk	—	v2_pro
tall	—	v2_pro
tang	—	v2_pro
tanzania	—	v2_pro
taoism	—	v2_pro
tax	—	v2_pro
taxi	—	v2_pro
taxonomy	—	v2_pro
tea	—	v2_pro
teach	—	v2_pro
teacher	—	v2_pro
team	—	v2_pro
technology	—	v2_pro
tectonics	—	v2_pro
telecommunication	—	v2_pro
telephone	—	v2_pro
telescope	—	v2_pro
television	—	v2_pro
tell	—	v2_pro
temperature	—	v2_pro
ten	—	v2_pro
tennis	—	v2_pro
terrible	—	v2_pro
test	—	v2_pro
text	—	v2_pro
textile	—	v2_pro
thailand	—	v2_pro
than	—	v2_pro
thank	—	v2_pro
thanks	—	v2_pro
that	—	v2_pro
the	—	v2_pro
the arts	—	v2_pro
the beatles	—	v2_pro
theatre	—	v2_pro
theft	—	v2_pro
their	—	v2_pro
them	—	v2_pro
then	—	v2_pro
theology	—	v2_pro
theory	—	v2_pro
theory of relativity	—	v2_pro
theravada	—	v2_pro
there	—	v2_pro
thermodynamics	—	v2_pro
these	—	v2_pro
they	—	v2_pro
thing	—	v2_pro
things	—	v2_pro
think	—	v2_pro
thirteen	—	v2_pro
this	—	v2_pro
thomas edison	—	v2_pro
those	—	v2_pro
though	—	v2_pro
three	—	v2_pro
three dimensional space	—	v2_pro
through	—	v2_pro
throw	—	v2_pro
thursday	—	v2_pro
ticket	—	v2_pro
tiger	—	v2_pro
till	—	v2_pro
time	—	v2_pro
tired	—	v2_pro
title	—	v2_pro
to	—	v2_pro
today	—	v2_pro
together	—	v2_pro
toilet	—	v2_pro
tokyo	—	v2_pro
tomato	—	v2_pro
tomorrow	—	v2_pro
tonight	—	v2_pro
too	—	v2_pro
tool	—	v2_pro
tooth	—	v2_pro
topic	—	v2_pro
topology	—	v2_pro
tourism	—	v2_pro
town	—	v2_pro
toy	—	v2_pro
trade	—	v2_pro
trade union	—	v2_pro
tradition	—	v2_pro
traffic	—	v2_pro
train	—	v2_pro
transport	—	v2_pro
travel	—	v2_pro
tree	—	v2_pro
triangle	—	v2_pro
trigonometry	—	v2_pro
trip	—	v2_pro
tropical	—	v2_pro
tropical cyclone	—	v2_pro
trousers	—	v2_pro
truck	—	v2_pro
true	—	v2_pro
try	—	v2_pro
tuesday	—	v2_pro
turkey	—	v2_pro
turn	—	v2_pro
tv	—	v2_pro
twelve	—	v2_pro
twenty	—	v2_pro
two	—	v2_pro
type	—	v2_pro
umbrella	—	v2_pro
uncle	—	v2_pro
under	—	v2_pro
underline	—	v2_pro
understand	—	v2_pro
union	—	v2_pro
unit	—	v2_pro
united kingdom	—	v2_pro
united nations	—	v2_pro
united states	—	v2_pro
universe	—	v2_pro
university	—	v2_pro
until	—	v2_pro
up	—	v2_pro
uranus	—	v2_pro
urbanization	—	v2_pro
us	—	v2_pro
use	—	v2_pro
usually	—	v2_pro
vacation	—	v2_pro
vaccine	—	v2_pro
vacuum	—	v2_pro
van	—	v2_pro
variable	—	v2_pro
vase	—	v2_pro
veda	—	v2_pro
vegetable	—	v2_pro
vehicle	—	v2_pro
velocity	—	v2_pro
vertebrate	—	v2_pro
very	—	v2_pro
video	—	v2_pro
video game	—	v2_pro
vietnam	—	v2_pro
village	—	v2_pro
vincent	—	v2_pro
vincent van gogh	—	v2_pro
violence	—	v2_pro
virus	—	v2_pro
visit	—	v2_pro
visual	—	v2_pro
visual arts	—	v2_pro
vitamin	—	v2_pro
volcano	—	v2_pro
volume	—	v2_pro
wait	—	v2_pro
waiter	—	v2_pro
waiting	—	v2_pro
waitress	—	v2_pro
wake	—	v2_pro
walk	—	v2_pro
wall	—	v2_pro
walt disney	—	v2_pro
want	—	v2_pro
war	—	v2_pro
warm	—	v2_pro
was	—	v2_pro
wash	—	v2_pro
waste	—	v2_pro
watch	—	v2_pro
water	—	v2_pro
wave	—	v2_pro
way	—	v2_pro
we	—	v2_pro
weak	—	v2_pro
weak interaction	—	v2_pro
weapon	—	v2_pro
wear	—	v2_pro
weather	—	v2_pro
website	—	v2_pro
wednesday	—	v2_pro
week	—	v2_pro
weekend	—	v2_pro
welcome	—	v2_pro
welfare	—	v2_pro
welfare spending	—	v2_pro
well	—	v2_pro
were	—	v2_pro
west	—	v2_pro
western	—	v2_pro
western philosophy	—	v2_pro
what	—	v2_pro
wheat	—	v2_pro
wheel	—	v2_pro
when	—	v2_pro
where	—	v2_pro
which	—	v2_pro
while	—	v2_pro
whip	—	v2_pro
white	—	v2_pro
who	—	v2_pro
whose	—	v2_pro
why	—	v2_pro
wife	—	v2_pro
will	—	v2_pro
william shakespeare	—	v2_pro
win	—	v2_pro
wind	—	v2_pro
wind power	—	v2_pro
window	—	v2_pro
wine	—	v2_pro
winter	—	v2_pro
wish	—	v2_pro
with	—	v2_pro
without	—	v2_pro
wolfgang amadeus mozart	—	v2_pro
woman	—	v2_pro
wonderful	—	v2_pro
wood	—	v2_pro
word	—	v2_pro
work	—	v2_pro
worker	—	v2_pro
world	—	v2_pro
world war	—	v2_pro
would	—	v2_pro
write	—	v2_pro
writer	—	v2_pro
writing	—	v2_pro
wrong	—	v2_pro
wu zetian	—	v2_pro
yangtze	—	v2_pro
yard	—	v2_pro
year	—	v2_pro
yellow	—	v2_pro
yes	—	v2_pro
yesterday	—	v2_pro
you	—	v2_pro
young	—	v2_pro
your	—	v2_pro
yourself	—	v2_pro
zoo	—	v2_pro
zoology	—	v2_pro
accident	other	llm
ache	feeling	llm
across	time	llm
act	action	llm
adventure	other	llm
advice	other	llm
against	time	llm
ahead	time	llm
airplane	object	llm
albert	name	llm
alike	quantity	llm
alive	property	llm
along	time	llm
aloud	manner	llm
already	time	llm
amaze	feeling	llm
american	other	llm
among	time	llm
amount	quantity	llm
ana	name	llm
ann	name	llm
anna	name	llm
ant	animal	llm
anymore	time	llm
anyway	manner	llm
anywhere	quantity	llm
apart	time	llm
app	object	llm
appear	action	llm
arabia	place	llm
archaeologist	job	llm
armstrong	name	llm
army	concept	llm
arrow	object	llm
artist	other	llm
asleep	feeling	llm
astronaut	other	llm
athlete	job	llm
attic	place	llm
autumn	nature	llm
avoid	action	llm
backpack	object	llm
backyard	place	llm
badly	manner	llm
bake	action	llm
baker	other	llm
bakery	place	llm
balance	action	llm
balloon	toy	llm
bandage	object	llm
bang	sound	llm
barber	other	llm
bare	property	llm
bark	sound	llm
barn	place	llm
basket	object	llm
bathtub	object	llm
battle	concept	llm
bead	toy	llm
beak	body	llm
beam	object	llm
bear	animal	llm
beat	action	llm
beatles	culture	llm
beauty	property	llm
beaver	animal	llm
bedtime	other	llm
bee	animal	llm
beep	sound	llm
beetle	animal	llm
bell	object	llm
belly	body	llm
belong	action	llm
belt	clothing	llm
ben	name	llm
bench	object	llm
bend	action	llm
berry	food	llm
bhagavad	culture	llm
bill	name	llm
bin	object	llm
birdhouse	object	llm
bit	quantity	llm
bite	action	llm
bitter	property	llm
blade	object	llm
blanket	object	llm
blink	action	llm
block	toy	llm
bloom	action	llm
blow	action	llm
boil	action	llm
bolt	object	llm
boo	sound	llm
bookshelf	object	llm
boom	sound	llm
bore	feeling	llm
borrow	action	llm
bounce	action	llm
bouncy	property	llm
bow	object	llm
bowl	object	llm
bracelet	clothing	llm
branch	plant	llm
brand	concept	llm
brave	feeling	llm
breath	body	llm
breeze	weather	llm
brick	object	llm
bright	property	llm
british	culture	llm
broccoli	food	llm
brush	tool	llm
bubble	object	llm
buddhism	religion	llm
buddhist	religion	llm
bug	animal	llm
builder	other	llm
bulb	object	llm
bump	action	llm
bumpy	property	llm
bun	food	llm
bunch	other	llm
bunny	animal	llm
burger	food	llm
burn	action	llm
bush	plant	llm
button	clothing	llm
buzz	sound	llm
cactus	plant	llm
caesar	name	llm
cage	object	llm
calm	feeling	llm
camel	animal	llm
camp	place	llm
campfire	nature	llm
candle	object	llm
candy	food	llm
cap	clothing	llm
cardboard	object	llm
care	feeling	llm
careful	feeling	llm
carefully	manner	llm
carpet	object	llm
cartoon	other	llm
carve	action	llm
case	object	llm
cast	action	llm
castle	place	llm
caterpillar	animal	llm
catholic	religion	llm
cause	concept	llm
cave	place	llm
ceiling	object	llm
celebrate	action	llm
celebration	other	llm
central	property	llm
chain	object	llm
chance	concept	llm
chaplin	name	llm
chapter	concept	llm
charge	action	llm
charlie	name	llm
chase	action	llm
chat	action	llm
cheek	body	llm
cheer	action	llm
cheetah	animal	llm
chef	other	llm
cherry	food	llm
chest	body	llm
chew	action	llm
chick	animal	llm
childhood	concept	llm
chimney	object	llm
chin	body	llm
chip	food	llm
chirp	sound	llm
choice	other	llm
choo	sound	llm
chore	action	llm
christmas	culture	llm
church	place	llm
civilisation	concept	llm
clam	animal	llm
clang	sound	llm
clap	action	llm
classmate	other	llm
claw	body	llm
clay	object	llm
clear	property	llm
clearly	manner	llm
clever	property	llm
click	sound	llm
clinic	place	llm
clink	sound	llm
clip	object	llm
closely	manner	llm
closet	place	llm
cloth	object	llm
cloudy	weather	llm
clown	other	llm
cluck	sound	llm
clue	other	llm
coach	job	llm
cocoa	food	llm
coin	object	llm
collect	action	llm
collection	concept	llm
colorful	property	llm
colour	property	llm
comb	tool	llm
comfortable	property	llm
composer	job	llm
condor	animal	llm
connect	action	llm
continue	action	llm
cookie	food	llm
cooky	food	llm
copy	action	llm
core	concept	llm
corn	food	llm
corner	place	llm
costume	clothing	llm
couch	object	llm
cough	action	llm
count	action	llm
counter	object	llm
court	place	llm
cover	action	llm
cowboy	other	llm
cozy	feeling	llm
crab	animal	llm
crack	action	llm
crackle	sound	llm
craft	action	llm
crane	tool	llm
crash	action	llm
crawl	action	llm
crayon	toy	llm
creak	sound	llm
creation	concept	llm
creature	animal	llm
crib	object	llm
crowd	other	llm
crown	object	llm
crumb	food	llm
crumbly	property	llm
crunch	sound	llm
crunchy	property	llm
crust	food	llm
cry	feeling	llm
cub	animal	llm
cube	property	llm
cucumber	food	llm
cupboard	object	llm
curie	name	llm
curly	property	llm
curtain	object	llm
curve	property	llm
cushion	object	llm
customer	other	llm
cute	property	llm
daisy	plant	llm
damp	property	llm
dancer	other	llm
danger	feeling	llm
dangerous	property	llm
darwin	name	llm
dead	property	llm
deal	action	llm
decision	concept	llm
decoration	object	llm
deep	property	llm
deeply	manner	llm
deer	animal	llm
dentist	other	llm
dessert	food	llm
dial	object	llm
diary	object	llm
dice	toy	llm
differently	manner	llm
digit	concept	llm
dim	property	llm
ding	sound	llm
dip	action	llm
direction	other	llm
dirt	nature	llm
disappear	action	llm
discover	action	llm
discussion	concept	llm
disney	name	llm
divide	action	llm
dolphin	animal	llm
dome	place	llm
dot	property	llm
dough	food	llm
dragon	animal	llm
drawer	object	llm
drawing	action	llm
drill	tool	llm
drip	action	llm
drop	action	llm
drum	toy	llm
dry	property	llm
duck	animal	llm
dull	property	llm
dust	object	llm
dusty	property	llm
easily	manner	llm
edge	property	llm
edison	name	llm
egyptian	culture	llm
eiffel	name	llm
einstein	name	llm
elephant	animal	llm
emperor	other	llm
empire	concept	llm
empty	property	llm
england	place	llm
envelope	object	llm
episode	concept	llm
equal	property	llm
erase	action	llm
erupt	action	llm
especially	manner	llm
everywhere	time	llm
evil	property	llm
exactly	manner	llm
excite	feeling	llm
experiment	action	llm
explain	action	llm
explore	action	llm
explorer	other	llm
extra	quantity	llm
fabric	object	llm
fair	other	llm
fairly	manner	llm
fairness	concept	llm
faith	concept	llm
fan	object	llm
faraway	property	llm
favourite	feeling	llm
feather	body	llm
fee	concept	llm
feed	action	llm
feet	body	llm
fence	object	llm
fetch	action	llm
fever	feeling	llm
few	quantity	llm
field	nature	llm
fight	action	llm
figure	object	llm
fin	body	llm
finally	time	llm
finger	body	llm
firefighter	other	llm
fireplace	object	llm
firework	object	llm
fit	property	llm
fix	action	llm
fizz	sound	llm
fizzy	property	llm
flag	object	llm
flame	nature	llm
flap	action	llm
flash	nature	llm
flavor	property	llm
flip	action	llm
float	action	llm
flour	food	llm
flow	action	llm
flu	feeling	llm
fluffy	property	llm
flush	action	llm
flute	tool	llm
focus	action	llm
fog	weather	llm
fold	action	llm
folder	object	llm
forever	time	llm
fork	object	llm
fort	place	llm
forth	time	llm
fountain	nature	llm
fox	animal	llm
frame	object	llm
freedom	concept	llm
freeze	action	llm
freezer	object	llm
french	culture	llm
fresh	property	llm
fridge	object	llm
friendly	feeling	llm
frog	animal	llm
frown	feeling	llm
fry	action	llm
fully	manner	llm
fur	body	llm
fuzzy	property	llm
galileo	name	llm
gandhi	name	llm
garage	place	llm
gate	place	llm
genghis	name	llm
gentle	feeling	llm
gently	manner	llm
george	name	llm
germ	other	llm
giant	other	llm
gift	object	llm
giraffe	animal	llm
gita	culture	llm
glad	feeling	llm
globe	object	llm
glove	clothing	llm
glow	property	llm
glue	tool	llm
goal	other	llm
goat	animal	llm
golden	property	llm
golf	action	llm
goodnight	other	llm
gorilla	animal	llm
grab	action	llm
grade	concept	llm
grain	food	llm
gran	family	llm
grandma	family	llm
grandpa	family	llm
grape	food	llm
greece	place	llm
grey	property	llm
grill	tool	llm
grind	action	llm
growth	concept	llm
guest	family	llm
guide	other	llm
guy	other	llm
ha	sound	llm
habit	concept	llm
hall	place	llm
ham	food	llm
hammer	tool	llm
hamster	animal	llm
handle	object	llm
hang	action	llm
happily	manner	llm
harbor	place	llm
hay	plant	llm
heal	action	llm
heat	nature	llm
heater	object	llm
heavy	property	llm
height	property	llm
helmet	clothing	llm
helper	other	llm
helpful	property	llm
hen	animal	llm
hercules	name	llm
hero	other	llm
hers	other	llm
herself	other	llm
hide	action	llm
highway	place	llm
hike	action	llm
hill	nature	llm
himself	quantity	llm
hiss	sound	llm
hit	action	llm
hmm	sound	llm
hola	sound	llm
hold	action	llm
holy	property	llm
honey	food	llm
hong	name	llm
hood	clothing	llm
hook	object	llm
hooray	sound	llm
hop	action	llm
horn	object	llm
hose	tool	llm
howl	sound	llm
hug	action	llm
huge	property	llm
hum	sound	llm
hundred	other	llm
hunter	job	llm
hurry	action	llm
hurt	feeling	llm
hut	place	llm
icy	property	llm
illness	concept	llm
imagination	feeling	llm
inca	culture	llm
include	action	llm
indian	other	llm
indus	culture	llm
inhaler	tool	llm
ink	object	llm
instead	quantity	llm
invention	concept	llm
inventor	job	llm
invisible	property	llm
islam	religion	llm
italian	culture	llm
italy	place	llm
item	object	llm
itself	other	llm
jack	name	llm
jackson	name	llm
jake	name	llm
jam	food	llm
jar	object	llm
jean	clothing	llm
john	name	llm
joke	action	llm
journey	action	llm
joy	feeling	llm
judge	job	llm
juicy	property	llm
jump	action	llm
jumper	clothing	llm
jungle	nature	llm
jupiter	nature	llm
kaaba	religion	llm
kangaroo	animal	llm
keeper	job	llm
keyboard	object	llm
kid	family	llm
kindness	feeling	llm
king	other	llm
kingdom	place	llm
kiss	action	llm
kit	object	llm
kite	toy	llm
kitten	animal	llm
knee	body	llm
knight	other	llm
knob	object	llm
knock	action	llm
knot	object	llm
korea	place	llm
lab	place	llm
label	object	llm
lace	clothing	llm
ladder	tool	llm
lady	family	llm
ladybug	animal	llm
lamb	animal	llm
lamp	object	llm
lap	body	llm
launch	action	llm
laundry	action	llm
lava	nature	llm
lay	action	llm
layer	concept	llm
lead	action	llm
leader	job	llm
leaf	plant	llm
learner	concept	llm
leash	tool	llm
leather	property	llm
lee	name	llm
lemon	food	llm
lemonade	food	llm
length	property	llm
leo	name	llm
less	quantity	llm
lettuce	food	llm
level	property	llm
librarian	job	llm
lick	action	llm
lid	object	llm
lie	action	llm
lift	action	llm
likely	quantity	llm
lincoln	name	llm
lip	body	llm
lizard	animal	llm
llama	animal	llm
lobster	animal	llm
lock	object	llm
log	nature	llm
lollipop	food	llm
loop	object	llm
loose	property	llm
loud	property	llm
loudly	manner	llm
louis	name	llm
low	property	llm
lucky	feeling	llm
lucy	name	llm
lullaby	sound	llm
lump	property	llm
lunchbox	object	llm
lunchtime	other	llm
mad	feeling	llm
magic	other	llm
magnet	object	llm
magnify	action	llm
mailbox	object	llm
mailman	other	llm
malay	culture	llm
mama	family	llm
manage	action	llm
mane	body	llm
mango	food	llm
marble	toy	llm
maria	name	llm
marie	name	llm
mark	action	llm
marker	tool	llm
marry	action	llm
martin	name	llm
mary	name	llm
mask	object	llm
mat	object	llm
material	property	llm
math	other	llm
max	quantity	llm
mayor	job	llm
measure	action	llm
medal	object	llm
media	concept	llm
mediterranean	place	llm
melody	sound	llm
melt	action	llm
member	concept	llm
mental	property	llm
meow	sound	llm
mess	property	llm
messy	property	llm
mice	animal	llm
middle	other	llm
might	quantity	llm
milky	property	llm
mirror	object	llm
mississippi	place	llm
mitten	clothing	llm
mix	action	llm
mold	object	llm
mommy	family	llm
mona	name	llm
mongol	culture	llm
monk	job	llm
monkey	animal	llm
monster	animal	llm
moo	sound	llm
mop	tool	llm
mosque	religion	llm
mosquito	animal	llm
moss	plant	llm
mostly	quantity	llm
mount	action	llm
mozart	name	llm
mr	other	llm
mud	nature	llm
muddy	property	llm
mughal	culture	llm
mummy	family	llm
mushroom	plant	llm
musician	other	llm
myself	other	llm
nail	object	llm
nap	action	llm
narrow	property	llm
neat	property	llm
neck	body	llm
necklace	clothing	llm
needle	tool	llm
nervous	feeling	llm
nest	nature	llm
net	object	llm
newton	name	llm
nicely	manner	llm
nobody	quantity	llm
nod	action	llm
noisy	property	llm
none	quantity	llm
noodle	food	llm
noon	nature	llm
normal	property	llm
notebook	object	llm
nut	food	llm
odd	property	llm
officer	job	llm
oil	food	llm
okay	sound	llm
olive	food	llm
onion	food	llm
online	concept	llm
onto	time	llm
orthodox	religion	llm
others	quantity	llm
ours	quantity	llm
owner	other	llm
pacific	nature	llm
pack	action	llm
pad	object	llm
pain	feeling	llm
painter	other	llm
pajama	clothing	llm
pal	family	llm
palace	place	llm
palm	body	llm
pan	object	llm
pancake	food	llm
panda	animal	llm
panel	concept	llm
pant	action	llm
parade	other	llm
parrot	animal	llm
pass	action	llm
password	other	llm
pasta	food	llm
pat	action	llm
path	place	llm
patient	property	llm
pattern	property	llm
paw	body	llm
pea	food	llm
peaceful	feeling	llm
peach	food	llm
peak	nature	llm
pear	food	llm
pebble	nature	llm
peck	action	llm
pedal	object	llm
peel	action	llm
penguin	animal	llm
penny	object	llm
performance	concept	llm
petal	plant	llm
pharaoh	job	llm
pick	action	llm
pie	food	llm
piggy	animal	llm
pile	other	llm
pill	object	llm
pillow	object	llm
pilot	other	llm
pin	object	llm
pinch	action	llm
pip	plant	llm
pipe	object	llm
pit	nature	llm
plain	property	llm
playdate	other	llm
playground	place	llm
playhouse	place	llm
playroom	place	llm
playtime	other	llm
plug	object	llm
plus	other	llm
pocket	clothing	llm
poem	other	llm
pointer	object	llm
pointy	property	llm
polar	nature	llm
pole	object	llm
polite	property	llm
politics	concept	llm
pond	nature	llm
popcorn	food	llm
postcard	object	llm
poster	object	llm
postman	other	llm
